y1	y2
-1.79013	-0.726772
-0.312165	-1.27081
-1.88371	0.603096
2.94196	0.330898
2.65948	-1.24395
-3.04256	1.10304
-0.936016	-0.021158
2.04317	-2.73334
1.41068	-1.81003
-1.15751	1.76731
2.40044	1.05786
0.0513836	-0.462958
-3.22529	-3.80893
2.82911	-1.49355
1.09572	0.679675
2.34276	3.79419
-3.76983	-2.55829
1.14967	-2.33798
-1.62508	-1.40781
-0.214528	1.81695
-4.3082	-1.70884
-2.43236	2.90088
2.33842	0.277185
1.30311	-3.83829
-1.29918	-0.384625
-0.278821	-1.88872
-2.35182	0.831298
1.71399	-2.11257
1.13807	1.9684
3.23901	1.44432
0.637694	-4.80616
-0.284493	-0.126786
-2.62202	0.397791
3.76111	2.59023
0.269393	-1.75026
-0.585675	-0.608193
-0.0856862	0.935298
0.0539319	1.17631
-4.54068	1.3064
-0.293245	2.9369
2.32236	-0.736814
-3.48996	0.056879
-0.102004	-1.2811
0.608701	-0.428256
2.47339	4.1024
-2.62402	1.23811
-0.308232	0.933996
-2.70148	5.26922
-1.51034	0.213718
-2.95505	0.242585
1.20647	-0.610838
-2.11632	-3.27623
2.35425	0.797788
-0.940952	3.65521
-1.66182	-0.927059
-0.431505	-3.24032
-2.82583	6.38096
0.0735287	-1.93706
0.802585	0.288936
0.666922	-1.52628
0.890119	-3.02166
0.0355542	0.140855
-2.76654	-0.763453
-0.677063	-1.44804
-0.0312775	-2.15019
-3.33867	2.65523
-0.443363	-0.615704
1.07449	-2.35538
-1.62686	1.54792
-2.25653	1.20876
0.122094	1.34452
2.23702	-1.71557
-2.14063	-0.0990063
-3.13998	0.81342
1.87215	-2.87925
-2.8966	-0.864686
-1.68009	-1.58472
2.84448	-1.21843
0.450544	1.34122
3.37372	-0.215541
0.839006	2.50626
1.85196	-0.20054
0.564741	-0.740982
-2.33167	-1.83062
-1.94562	0.758822
-0.0102732	-1.03603
3.66215	2.2397
-0.888155	-1.58012
2.49076	-0.845445
-0.809364	0.184153
-1.58494	-3.0019
-1.07797	0.253702
-2.55725	4.02933
0.874078	-0.0884159
2.60438	-0.787655
-0.905679	1.26969
1.89515	-1.9068
2.4879	-3.12445
0.226346	-0.302671
-1.98638	1.08598
0.518467	1.41233
1.01076	2.35582
-0.93898	0.409426
1.57836	-1.63295
0.482879	-1.29222
-2.23149	2.18737
1.85667	-0.361457
3.00494	0.246691
-1.53915	2.37955
0.267695	-2.13972
-1.68136	2.64338
2.1396	-2.07159
0.372195	-1.64338
-0.0322416	0.113851
-0.374615	-2.04422
-1.27885	0.430423
-1.22534	0.679176
-3.77826	-2.25268
-2.01979	0.632622
2.07702	1.37243
0.229978	-3.74061
-0.916457	3.90114
6.69672	0.925533
0.845362	2.0327
-0.171668	1.37248
1.93112	0.378562
-2.62854	1.20933
0.599026	-0.107036
-1.94269	0.897079
-2.4001	5.06367
-0.4049	-1.83407
-4.92176	2.03181
1.26385	2.78286
-0.49059	-0.561617
-2.00321	0.266991
1.41455	-0.198613
1.7102	1.20253
2.12966	3.57707
-0.523849	1.62816
1.28922	3.77898
1.47926	-1.29763
1.02636	-0.916421
1.56653	-0.109377
0.354535	-3.56888
0.31107	-0.442565
4.35055	-0.0400323
0.764085	3.06101
1.16702	2.48461
-2.41893	1.79865
2.83581	0.356444
-0.382926	-1.9806
-1.24021	-1.18941
-0.378698	-1.52728
-0.109949	-1.03311
1.20356	1.28484
4.86678	5.9376
-4.2214	-0.0507743
-3.56986	-1.09186
-0.600731	0.86515
3.1387	-2.07856
3.2636	4.79442
-0.508817	-0.115
-1.80641	2.69655
-3.43803	1.24655
0.45626	1.60879
-0.0466603	0.65241
4.45522	-2.45685
1.13423	-0.781242
-1.99089	0.0475259
3.654	-1.43334
-2.80911	2.08664
3.16862	4.33744
-1.05087	-1.13027
-0.487702	-2.91435
-1.59713	0.674414
0.500254	2.56125
-1.61134	-1.87872
-5.1984	-1.3751
0.610003	-6.77304
4.21632	-3.04911
0.699474	-0.766865
-3.61751	2.73588
0.537383	-0.250136
-0.341784	-0.616156
0.699039	-4.15491
3.86454	4.31671
-1.02517	0.688353
1.24167	2.1806
1.64737	-1.83799
-1.06113	0.197172
0.284712	2.11788
0.387103	-1.52407
-0.613593	-5.77318
0.227571	-0.193174
-1.43927	-0.49217
-1.2362	-1.76628
0.682733	-0.288122
-2.68658	1.42197
-1.32869	-2.45499
-0.564436	1.27686
1.17964	-1.03514
0.575338	-1.40836
1.71301	1.59311
2.77994	1.3788
-2.27932	-0.080148
1.07983	-3.03221
-1.82861	1.11721
1.21612	-2.5649
1.32787	0.282936
-0.95802	-0.49579
0.434842	-0.407798
1.92153	2.45653
-0.356616	2.0683
0.849119	0.35478
-1.5801	-3.52586
0.135357	0.195795
-1.12716	0.270412
2.0167	-3.77866
0.972118	1.84598
-1.17136	-0.366575
-1.89762	2.9177
3.11993	-3.37058
-3.05732	-0.572521
1.11434	-1.78958
-0.455601	-1.70945
-2.40622	-1.39112
-3.07357	2.36154
-1.45733	-3.82577
0.425108	-0.0483931
-1.87172	1.7527
-0.435808	-1.5115
1.12382	-3.13421
-1.21415	-2.19933
2.28488	2.97765
2.00165	-0.401827
1.75391	-1.04866
1.54348	-0.189325
1.25067	3.70354
0.943977	1.08222
-3.94773	-3.19628
0.500015	-1.37349
-3.66527	0.892285
-2.38019	0.179231
-1.83459	-0.499525
0.0646667	-0.949174
-1.35221	-1.17188
0.767332	5.04325
-0.513193	1.2616
2.90986	-2.30349
-0.0706403	0.0201581
2.21684	1.46097
5.44608	-2.34715
-0.151144	3.82683
3.94652	-1.22225
-1.64315	-4.24367
-0.344531	1.01399
-1.93837	2.3395
0.143295	-1.96426
-2.55082	3.69969
-1.55253	-2.18164
-2.00087	3.96035
-0.203579	2.03198
1.12912	-0.0829918
-0.389133	-0.765614
1.4745	1.89621
1.44601	-1.10468
0.885823	-0.159543
-3.0776	0.180225
-1.309	-2.5436
1.95878	-0.834528
-1.43157	0.0416372
2.22753	-4.91278
1.61783	0.30283
-1.06193	-0.662323
-0.794916	-0.249897
2.63776	-4.42281
0.118071	-1.07505
-3.75889	1.16902
-2.89215	-0.329627
0.0108856	-0.403608
-1.22637	1.46307
-3.59982	1.29534
0.548586	0.345466
-0.467114	-2.2479
0.446338	0.0174654
-0.251518	0.766458
0.280725	1.68898
0.967865	-0.154586
2.6072	-0.393388
-1.42329	-3.01917
4.864	1.15423
3.60165	0.125755
-2.55941	0.632919
-0.0185259	0.51277
0.560131	3.01536
-0.894263	2.48933
1.02565	0.383232
2.58841	0.334723
2.08594	-0.764919
0.289679	3.06469
0.0508865	0.0623472
-2.9793	-1.29332
-0.451158	0.856136
-3.10947	0.64462
0.825539	-1.57201
-0.968016	-3.24186
0.897676	-1.38862
2.79695	0.435251
-1.66999	-0.601802
-0.896647	1.94347
-1.83914	-0.422269
-1.87044	-3.63344
2.24439	0.621869
2.63896	1.31789
3.15567	3.11088
-1.5228	0.777835
-0.748985	-0.621197
0.664815	-0.207732
0.538663	0.415448
1.6056	2.03417
-1.51433	2.42241
-1.38005	-3.15139
-1.69921	3.10787
0.64705	1.81448
-1.64531	-0.291364
-3.3311	1.55208
-1.98311	0.0434358
1.87468	-3.40299
3.40242	1.06126
0.77387	1.53579
0.0375304	-0.0407813
1.44821	-1.43221
1.94975	3.53896
1.69076	-1.11533
2.75039	1.11862
1.60167	-0.70502
-1.31097	1.24776
2.38817	-0.299145
0.617508	2.27569
-0.580365	0.823925
1.17833	0.860225
0.448045	1.24061
-3.47318	1.59579
-1.60354	-1.21182
1.52011	0.829988
1.546	2.35599
1.26069	3.49268
2.90619	1.40285
-0.806967	-0.216634
2.06261	0.964063
1.66751	1.6987
-2.85221	-0.625951
-1.67521	0.902685
-2.57393	-1.52121
0.927128	-0.254551
1.13005	-0.580001
-2.14185	-0.605779
2.37158	-1.63907
0.479726	-0.115093
-2.9176	3.87455
-1.90562	4.09469
-1.39917	-2.41819
2.54146	-4.04402
0.53218	-1.44366
1.15256	0.326703
-1.52606	1.71566
-1.92946	-2.50208
0.394226	-1.1269
1.56208	1.43107
0.517478	0.531662
1.29126	1.40898
-3.25861	0.815624
-1.6462	2.9916
2.79698	0.795768
-0.723774	1.01906
-4.88299	-3.13285
-0.179782	-0.291457
-1.25158	-0.813676
-0.951724	-0.330674
-0.112094	2.11705
2.71682	-1.10607
1.38624	3.30622
-3.99205	1.82218
1.89186	-2.89766
0.173915	-1.54311
0.942083	4.16815
-0.661311	-1.15918
4.12357	-0.0302306
-1.11488	1.27796
-2.12732	1.71308
3.33177	1.08359
-0.147218	-0.695241
0.498908	3.47864
2.685	0.692089
0.576423	-1.48531
-4.20402	2.45116
2.60513	-0.917896
1.89874	1.55538
-0.650144	-0.192909
5.49504	2.14023
-0.879635	0.10361
-1.79877	-0.0522784
1.59238	1.20297
-0.2828	-0.469977
0.17748	-1.62476
-0.0970472	-0.690524
-1.33968	1.67129
2.4715	0.752303
0.139525	-2.87543
1.28319	2.53529
0.441349	0.546208
-1.95802	-2.27676
1.34584	1.77561
3.99834	2.88098
1.97335	2.75355
0.401764	-0.306346
2.67208	1.73835
2.14431	-0.85838
-3.01595	-3.14459
-1.57984	-0.693874
2.47983	-1.73707
-3.03203	-1.82196
1.29639	-3.79555
2.46112	-0.650381
-0.590205	5.47251
-2.8165	-3.55735
1.26247	-0.96473
0.455088	0.479176
3.11446	0.686934
-2.7647	-0.776762
-1.38169	-2.30458
0.285873	0.00967734
-3.99095	-0.738815
-0.112373	0.908385
-1.59914	-0.581111
1.5265	-1.13509
3.86137	-1.60776
2.33486	-1.38978
-3.22121	-0.489369
-1.71794	1.30109
-4.37328	0.628402
-0.562877	-2.10764
0.373363	-2.10189
1.63548	-1.63823
-0.0397328	-2.49761
0.513726	-1.90854
-1.34965	2.61852
-0.432358	-0.459496
2.05741	0.0769525
-1.24177	-2.84991
-3.14458	-1.88358
-3.74337	-0.803962
-1.62975	-0.372366
0.143702	-0.0349279
4.2989	0.954649
2.43853	1.70101
-2.87231	-2.93607
-0.944251	-1.4876
3.74571	2.3676
-4.94472	2.29555
-1.30269	1.14689
2.81683	-0.347699
0.310572	-4.6962
0.941873	1.5513
-0.765102	1.15996
-2.05302	0.772372
-0.200909	-2.70105
0.932197	-1.73521
-5.37146	-0.0744596
-0.548015	0.755642
0.0826488	1.17627
0.857267	-1.20633
2.3701	-3.00997
-0.66195	0.793521
1.74252	-1.40614
-3.22137	1.03782
-0.145651	-1.01196
0.704344	0.96782
-2.5062	-0.280001
-0.897461	-2.41182
-0.0648539	-0.84146
-1.19989	4.35189
1.30905	0.993855
1.13627	-4.48235
0.768817	1.85442
-1.03427	-1.38228
1.40718	-2.28295
2.2592	-2.76675
-3.37666	2.66384
0.715234	-2.40715
-2.6494	1.09918
-0.918612	-1.57953
-2.69707	3.23742
-0.31127	-2.22166
-0.103233	-1.45473
1.13028	-0.817518
-2.95255	4.0006
-3.06024	-1.2676
0.871375	0.686269
-0.440863	0.0574438
-2.1264	-2.23633
-1.79343	-2.97143
1.50139	0.0350726
-0.692504	4.43005
0.340677	-1.64305
-3.38541	0.368088
0.430544	1.01887
-0.145905	0.157622
0.544837	-0.0745382
-3.07096	1.43252
1.9407	-1.16942
1.47251	0.300065
1.8933	-4.25528
1.46899	2.80697
-0.937296	-1.76512
1.61018	-3.86811
2.24722	4.36985
2.59937	3.19423
2.33333	1.90378
1.10591	-0.805979
3.58419	-1.73769
2.566	-1.19935
-0.0435681	0.0395855
3.78773	3.16034
1.60407	0.311906
-1.06182	3.30016
-1.49598	0.105197
-1.34703	4.10514
1.80719	-1.6426
-0.167494	-2.62307
0.0778771	-1.91348
-2.30228	-1.96975
-1.0625	1.53075
0.295946	0.103946
2.2749	2.92399
-1.09	-0.709796
0.974187	2.41434
-1.84881	0.115486
1.67678	0.0959966
-1.15263	-0.476517
-2.4817	0.463519
-1.51398	-2.83252
-1.82955	1.00621
1.16126	0.52784
0.855749	-0.85793
2.40114	-0.241001
3.11298	-0.23936
2.30442	-0.731355
2.71023	0.915676
-2.9587	-3.712
-0.867685	-2.60267
3.16507	-0.230971
3.43557	-0.200413
-0.271179	0.377534
0.665077	1.72644
0.419952	-1.04088
3.35637	1.9245
-1.48818	-0.850933
0.117409	-1.99064
0.576336	0.979067
0.866139	-1.24863
-1.09072	-4.15153
2.01188	-0.248589
0.863852	-5.60575
1.33442	-2.9637
0.566936	1.22502
2.09221	-3.09659
-0.692318	2.94618
-0.289255	0.0440783
1.99372	1.48839
1.65252	2.03995
0.0471663	-1.10257
0.492646	3.06831
-0.668768	1.74432
-2.01817	-1.19454
1.34064	0.298384
-1.23672	-0.941879
3.53299	8.96005e-05
-0.0334653	-0.25919
2.78591	-2.03799
-3.79148	-0.253927
1.33827	-1.53107
0.56106	1.65237
-1.47751	0.2557
-0.804789	-2.69162
0.345549	1.22434
0.607407	-6.10706
-1.40598	1.09603
-0.717974	-0.379664
0.242723	-0.737807
-0.288107	0.717768
2.90975	1.08721
-3.55998	-4.23055
2.07212	-0.499235
-1.35079	0.0901097
-0.583609	-0.827181
-4.30147	0.422376
2.92098	0.214442
-1.21974	0.451766
-0.500053	0.911824
0.852709	-0.601004
-0.976205	-2.84934
-0.176546	0.590261
2.82253	-0.224458
-0.848317	-2.16231
-0.355418	-0.81589
-1.65556	0.791026
3.82803	2.10055
0.0633206	-3.63969
-1.62944	-0.0996219
0.242528	-0.653096
2.28888	4.43717
-3.15546	-1.70691
-3.38113	-1.15937
-2.12297	-1.73235
1.25613	-1.71156
-1.61763	2.73777
4.53201	-2.08258
-0.00561695	-1.75891
-0.19143	-0.355057
-1.37313	-2.87579
0.364435	-0.262527
-0.922844	6.23098
-1.61263	-2.68824
-0.801146	-2.01357
1.42737	-0.0954027
2.87578	1.15313
-4.90807	0.855469
0.62094	-0.380636
-0.0877012	0.017527
1.76396	-1.41522
3.49623	1.40925
5.57232	1.01029
-1.78756	1.17745
-0.546528	4.16277
-0.589743	-0.804515
-0.901982	5.81197
-0.525502	0.199791
-1.40042	3.90426
-1.96482	-0.494912
2.63024	-1.79856
-4.44752	1.20204
-2.07369	1.63172
-1.31475	-1.46391
0.328845	-2.01739
1.80271	1.56713
1.67166	-1.07561
-1.82871	-0.627525
1.28481	1.19049
-0.39596	0.788715
-1.08788	0.000756829
0.404737	-0.62631
-1.12908	0.0682673
-2.9974	0.296555
2.46697	-0.636267
-2.34152	1.54001
1.05567	2.40668
-1.57784	1.06293
-4.56826	0.531354
1.43126	1.80476
-0.753012	-1.87321
-1.15666	-2.82656
-1.25244	-2.34523
-0.030777	-0.789193
-1.41651	1.24106
0.52486	-0.509286
0.138844	-0.756578
0.462226	0.487567
3.08501	1.44659
-1.38413	3.37655
0.103793	-0.257778
-4.31989	2.09263
3.34099	-0.144721
-1.20451	-0.727397
2.42319	0.726026
0.342919	-2.11407
0.547614	0.969556
1.14916	-0.594329
-0.92807	2.31038
0.210804	1.97343
-2.29736	-2.68424
0.0838831	-0.447784
-0.117766	-2.07275
-1.61357	-1.33132
2.26794	0.431125
-2.67452	-2.52265
-1.06496	-0.752247
-1.09337	-1.62139
-2.60328	-0.162055
-1.07364	-1.02978
-1.6076	1.46465
-1.21664	-1.50111
1.50112	-0.194831
1.0563	-0.0732188
1.93142	-2.79193
-2.7008	1.41541
0.421095	-1.29792
1.64971	-2.10032
-3.8393	1.49069
0.195456	0.497264
2.81424	0.481753
3.56463	0.997049
1.711	0.0692474
1.7839	2.90135
1.18171	1.17053
-1.26483	-0.218602
2.80789	-1.42203
-1.62596	3.38128
-2.35249	-1.62795
0.0366785	1.74783
0.318433	-2.15584
-0.49324	2.93616
-0.0129394	1.03682
1.33311	0.317593
1.87995	3.36288
-0.69327	-1.99504
0.14838	0.962073
0.528014	-0.734439
-2.91815	0.88208
-0.209627	1.84917
-1.82039	0.202904
0.671458	-0.137322
-1.34369	3.14984
-2.19994	3.19596
-0.122339	-0.614867
2.46529	-2.21367
-3.21929	0.167519
1.7585	-0.459156
-3.04378	1.56641
-0.00965027	2.22141
3.42454	1.98166
-3.70434	0.41681
-3.42519	2.42961
-0.419421	3.30562
-1.14966	-3.26891
